,time,label
0,1.430511474609375e-06,0
1,0.10616588592529297,0
2,0.2123863697052002,0
3,0.3185880184173584,0
4,0.42470407485961914,0
5,0.5309126377105713,0
6,0.637030839920044,0
7,0.7432184219360352,0
8,0.8492777347564697,0
9,0.9555051326751709,0
10,1.0628232955932617,0
11,1.169193983078003,0
12,1.27537202835083,0
13,1.3814821243286133,0
14,1.487656593322754,0
15,1.6041254997253418,3
16,1.710254192352295,3
17,1.8152904510498047,3
18,1.9214720726013184,3
19,2.0276272296905518,3
20,2.1338107585906982,3
21,2.240039587020874,3
22,2.3462603092193604,3
23,2.452317714691162,3
24,2.5585334300994873,3
25,2.6646318435668945,3
26,2.7707395553588867,3
27,2.8768599033355713,3
28,2.982990264892578,3
29,3.089101552963257,3
30,3.195505142211914,3
31,3.3016178607940674,3
32,3.412752389907837,3
33,3.51888370513916,3
34,3.625291109085083,3
35,3.7314343452453613,3
36,3.8375308513641357,3
37,3.943671703338623,3
38,4.0498692989349365,3
39,4.15657639503479,3
40,4.262953519821167,3
41,4.369077444076538,3
42,4.475297212600708,3
43,4.581423282623291,3
44,4.6875505447387695,3
45,4.793674468994141,3
46,4.900094032287598,3
47,5.006369113922119,3
48,5.1125102043151855,3
49,5.218678951263428,3
50,5.324803113937378,3
51,5.431035280227661,3
52,5.537102222442627,3
53,5.6432435512542725,3
54,5.749403953552246,3
55,5.855639696121216,3
56,5.9622414112091064,3
57,6.068490028381348,3
58,6.1746985912323,3
59,6.280833721160889,3
60,6.387092590332031,3
61,6.4935338497161865,3
62,6.599693059921265,3
63,6.705926179885864,3
64,6.812079668045044,3
65,6.918318510055542,3
66,7.024432897567749,3
67,7.1306233406066895,3
68,7.2367494106292725,3
69,7.342907428741455,3
70,7.449077367782593,3
71,7.555316925048828,3
72,7.661770343780518,3
73,7.767904281616211,3
74,7.874123811721802,3
75,7.980234622955322,3
76,8.0863618850708,3
77,8.192761182785034,3
78,8.295557975769043,3
79,8.40167760848999,3
80,8.505496978759766,3
81,8.611634016036987,3
82,8.715523719787598,3
83,8.821630239486694,3
84,8.927758932113647,3
85,9.034003019332886,3
86,9.140367269515991,3
87,9.246527910232544,3
88,9.35264539718628,3
89,9.458909749984741,3
90,9.56525468826294,3
91,9.671454191207886,3
92,9.77753758430481,3
93,9.883629560470581,3
94,9.989857912063599,3
95,10.096835374832153,3
96,10.203063488006592,3
97,10.30930781364441,3
98,10.41542673110962,3
99,10.521663427352905,3
100,10.62781310081482,3
101,10.73410153388977,3
102,10.840282201766968,3
103,10.946579694747925,3
104,11.052725315093994,3
105,11.158923625946045,3
106,11.265123128890991,3
107,11.371474742889404,3
108,11.48271369934082,3
109,11.58886456489563,3
110,11.695233345031738,3
111,11.801414012908936,3
112,11.907555341720581,3
113,12.013937950134277,3
114,12.120060920715332,3
115,12.22631287574768,3
116,12.332554340362549,3
117,12.438759803771973,3
118,12.544860124588013,3
119,12.651101350784302,3
120,12.75727653503418,3
121,12.86359977722168,3
122,12.969904899597168,3
123,13.076210975646973,3
124,13.18234395980835,3
125,13.288500547409058,3
126,13.394869327545166,3
127,13.501807928085327,3
128,13.608004570007324,3
129,13.71418809890747,3
130,13.825456142425537,3
131,13.931637525558472,3
132,14.037829160690308,3
133,14.144048690795898,3
134,14.2501859664917,3
135,14.356328248977661,3
136,14.462746858596802,3
137,14.568880319595337,3
138,14.675028562545776,3
139,14.781270027160645,3
140,14.887503623962402,3
141,14.993640899658203,3
142,15.100311517715454,3
143,15.20660400390625,3
144,15.312697410583496,3
145,15.418867111206055,3
146,15.525001049041748,3
147,15.631582736968994,3
148,15.742794036865234,3
149,15.853973150253296,3
150,15.965216398239136,3
151,16.08162832260132,3
152,16.187697649002075,3
153,16.294201612472534,3
154,16.400371551513672,3
155,16.506670475006104,3
156,16.612781047821045,3
157,16.718971014022827,3
158,16.825171947479248,3
159,16.931556940078735,3
160,17.03764533996582,3
161,17.143807411193848,3
162,17.2499942779541,3
163,17.356217861175537,3
164,17.462748050689697,3
165,17.56892704963684,3
166,17.67508602142334,3
167,17.78122329711914,3
168,17.887449741363525,3
169,17.99364185333252,3
170,18.09978985786438,3
171,18.206047773361206,3
172,18.31726908683777,3
173,18.42348837852478,3
174,18.529624223709106,3
175,18.63606595993042,3
176,18.742202758789062,3
177,18.848350048065186,3
178,18.954636335372925,3
179,19.06071972846985,3
180,19.166879892349243,3
181,19.27309513092041,3
182,19.379308700561523,3
183,19.485488891601562,3
184,19.591641902923584,3
185,19.69773530960083,3
186,19.803911685943604,3
187,19.91005253791809,3
188,20.016268014907837,3
189,20.12235999107361,3
190,20.22859025001526,3
191,20.33482551574707,3
192,20.441035270690918,3
193,20.547263860702515,3
194,20.653406143188477,3
195,20.75954818725586,3
196,20.86565589904785,3
197,20.971850395202637,3
198,21.077980518341064,3
199,21.189242601394653,3
200,21.29573106765747,3
201,21.40187358856201,3
202,21.507996082305908,3
203,21.614137649536133,3
204,21.720268726348877,3
205,21.836752891540527,3
206,21.948091506958008,3
207,22.05426549911499,3
208,22.160754680633545,3
209,22.26702332496643,3
210,22.373167991638184,3
211,22.479317903518677,3
212,22.585448503494263,3
213,22.69161581993103,3
214,22.797779321670532,3
215,22.903900146484375,3
216,23.010005950927734,3
217,23.116222620010376,3
218,23.222347736358643,3
219,23.32894778251648,3
220,23.43509078025818,3
221,23.541178703308105,3
222,23.64737105369568,3
223,23.753535509109497,3
224,23.859678506851196,3
225,23.970956325531006,3
226,24.077062845230103,3
227,24.183274507522583,3
228,24.289435148239136,3
229,24.39563536643982,3
230,24.50178551673889,3
231,24.607902765274048,3
232,24.71403431892395,3
233,24.820201873779297,3
234,24.93232035636902,3
235,25.039076328277588,3
236,25.145252227783203,3
237,25.251511812210083,3
238,25.35593819618225,3
239,25.467625379562378,3
240,25.576033353805542,3
241,25.68220806121826,3
242,25.785945415496826,3
243,25.897369861602783,3
244,26.00359582901001,3
245,26.109776496887207,3
246,26.21600317955017,3
247,26.322230100631714,3
248,26.425926208496094,3
249,26.532047033309937,3
250,26.636128902435303,3
251,26.74229669570923,3
252,26.84834122657776,3
253,26.954508543014526,3
254,27.06097936630249,3
255,27.16715931892395,3
256,27.273252725601196,3
257,27.37966299057007,3
258,27.4860782623291,3
259,27.59732747077942,3
260,27.703450202941895,3
261,27.809757947921753,3
262,27.915904760360718,3
263,28.02223563194275,3
264,28.128482580184937,3
265,28.234702110290527,3
266,28.34097981452942,3
267,28.447134017944336,3
268,28.553243160247803,3
269,28.659465789794922,3
270,28.770739555358887,3
271,28.876919984817505,3
272,28.983104705810547,3
273,29.089296579360962,3
274,29.20054054260254,3
275,29.307322025299072,3
276,29.413442850112915,3
277,29.519567489624023,3
278,29.630875825881958,3
279,29.737096309661865,3
280,29.84323763847351,3
281,29.94934582710266,3
282,30.0560519695282,3
283,30.167917490005493,3
284,30.276079177856445,3
285,30.382344722747803,3
286,30.486100673675537,3
287,30.592262983322144,3
288,30.696279287338257,3
289,30.802541971206665,3
290,30.906318426132202,3
291,31.012552976608276,3
292,31.123894929885864,3
293,31.23520040512085,3
294,31.341287851333618,3
295,31.447461128234863,3
296,31.55359148979187,3
297,31.659828662872314,3
298,31.76617193222046,3
299,31.872295141220093,3
300,31.983587980270386,3
301,32.08975863456726,3
302,32.19593811035156,3
303,32.30205059051514,3
304,32.40823531150818,3
305,32.51438903808594,3
306,32.6161687374115,3
307,32.72235298156738,3
308,32.826322078704834,3
309,32.93246650695801,3
310,33.036277294158936,3
311,33.14235329627991,3
312,33.24849462509155,3
313,33.354724645614624,3
314,33.461668729782104,3
315,33.56789684295654,3
316,33.67410230636597,3
317,33.780290603637695,3
318,33.886348485946655,3
319,33.99247741699219,3
320,34.09890151023865,3
321,34.20510649681091,3
322,34.3113214969635,3
323,34.4174165725708,3
324,34.52352476119995,3
325,34.62974953651428,3
326,34.73589754104614,3
327,34.842076778411865,3
328,34.948174715042114,3
329,35.05426502227783,3
330,35.160404920578,3
331,35.276711225509644,3
332,35.38786292076111,3
333,35.49919033050537,3
334,35.60624670982361,3
335,35.71742534637451,3
336,35.82628536224365,3
337,35.93252682685852,3
338,36.04383993148804,3
339,36.150062084198,3
340,36.251317501068115,3
341,36.357452392578125,3
342,36.46366262435913,3
343,36.56982350349426,3
344,36.67636799812317,3
345,36.782569885253906,3
346,36.88876271247864,3
347,37.00012755393982,3
348,37.106330156326294,3
349,37.21245622634888,3
350,37.31857180595398,3
351,37.42466974258423,3
352,37.53100800514221,3
353,37.642226457595825,3
354,37.74833965301514,3
355,37.854358434677124,3
356,37.961283445358276,3
357,38.067561626434326,3
358,38.17380166053772,3
359,38.27990984916687,3
360,38.3912456035614,3
361,38.49753475189209,3
362,38.603670835494995,3
363,38.709813356399536,3
364,38.815943002700806,3
365,38.92207956314087,3
366,39.02821922302246,3
367,39.13935947418213,3
368,39.250534534454346,3
369,39.36222243309021,3
370,39.47353911399841,3
371,39.579668283462524,3
372,39.6858127117157,3
373,39.79221844673157,3
374,39.89834809303284,3
375,40.00462889671326,3
376,40.11077332496643,3
377,40.217002630233765,3
378,40.32318329811096,3
379,40.429258823394775,3
380,40.535518169403076,3
381,40.64176344871521,3
382,40.752931118011475,3
383,40.85905694961548,3
384,40.970377922058105,3
385,41.076500415802,3
386,41.182647943496704,3
387,41.28885054588318,3
388,41.395546674728394,3
389,41.501694440841675,3
390,41.60782814025879,3
391,41.713979721069336,3
392,41.82010364532471,3
393,41.92635226249695,3
394,42.03763008117676,3
395,42.14374661445618,3
396,42.249855518341064,3
397,42.356024980545044,3
398,42.46738147735596,3
399,42.57348585128784,3
400,42.684690713882446,3
401,42.790934801101685,3
402,42.897199869155884,3
403,43.00842356681824,3
404,43.114586353302,3
405,43.22077918052673,3
406,43.327019453048706,3
407,43.43312883377075,3
408,43.53939437866211,3
409,43.645559310913086,3
410,43.75170159339905,3
411,43.85794019699097,3
412,43.96404314041138,3
413,44.07023549079895,3
414,44.17647671699524,3
415,44.2826611995697,3
416,44.38889718055725,3
417,44.49519348144531,3
418,44.60145139694214,3
419,44.70757269859314,3
420,44.8137366771698,3
421,44.91987133026123,3
422,45.02662372589111,3
423,45.1327805519104,3
424,45.23894286155701,3
425,45.34506702423096,3
426,45.456262826919556,3
427,45.56759285926819,3
428,45.67375469207764,3
429,45.77986741065979,3
430,45.88598942756653,3
431,45.992090940475464,3
432,46.10335993766785,3
433,46.20966911315918,3
434,46.31580209732056,3
435,46.4219605922699,3
436,46.52812719345093,3
437,46.63942003250122,3
438,46.74570822715759,3
439,46.851908445358276,3
440,46.95801591873169,3
441,47.06421113014221,3
